session_id,label,ts,source,scenario_id,attack_subtype,label_method,observation_count,mean_interval,std_interval,cv
c2_0,1,1789226363.5543532,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226363.7743533,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226363.9943533,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226364.2143533,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226364.4343534,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226364.6543534,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226364.8743534,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226365.0943534,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226365.3143535,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226365.5343535,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226365.7543535,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226365.9743536,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226366.1943536,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226366.4143536,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226366.6343536,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226366.8543537,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,5,4.8617,0.4731,0.0973
c2_0,1,1789226367.0743537,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226367.2943537,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226367.5143538,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226367.7343538,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226367.9543538,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226368.1743538,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226368.3943539,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226368.614354,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226368.834354,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226369.054354,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226369.274354,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226369.494354,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226369.714354,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226369.934354,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226370.154354,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226370.3743541,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226370.5943542,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226370.8143542,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226371.0343542,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,6,4.9534,0.4612,0.0931
c2_0,1,1789226371.2543542,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226371.4743543,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226371.6943543,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226371.9143543,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226372.1343544,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226372.3543544,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226372.5743544,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226372.7943544,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226373.0143545,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226373.2343545,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226373.4543545,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226373.6743546,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226373.8943546,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226374.1143546,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226374.3343546,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226374.5543547,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226374.7743547,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226374.9943547,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226375.2143548,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226375.4343548,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,7,4.8374,0.4945,0.1022
c2_0,1,1789226375.6543548,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226375.8743548,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226376.0943549,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226376.314355,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226376.534355,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226376.754355,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226376.974355,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226377.194355,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226377.414355,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226377.634355,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226377.854355,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226378.0743551,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226378.2943552,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226378.5143552,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226378.7343552,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226378.9543552,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226379.1743553,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226379.3943553,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226379.6143553,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226379.8343554,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226380.0543554,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226380.2743554,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226380.4943554,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226380.7143555,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,8,4.7751,0.4826,0.1011
c2_0,1,1789226380.9343555,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226381.1543555,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226381.3743556,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226381.5943556,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226381.8143556,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226382.0343556,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226382.2543557,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226382.4743557,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226382.6943557,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226382.9143558,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226383.1343558,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226383.3543558,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226383.5743558,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226383.7943559,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226384.014356,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226384.234356,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226384.454356,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226384.674356,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226384.894356,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226385.114356,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226385.334356,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226385.554356,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226385.7743561,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226385.9943562,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226386.2143562,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226386.4343562,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,9,4.832,0.4759,0.0985
c2_0,1,1789226386.6543562,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226386.8743563,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226387.0943563,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226387.3143563,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226387.5343564,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226387.7543564,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226387.9743564,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226388.1943564,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226388.4143565,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226388.6343565,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226388.8543565,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226389.0743566,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226389.2943566,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226389.5143566,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226389.7343566,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226389.9543567,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226390.1743567,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226390.3943567,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226390.6143568,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226390.8343568,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226391.0543568,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226391.2743568,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226391.4943569,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226391.714357,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226391.934357,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226392.154357,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,10,4.928,0.5246,0.1064
c2_0,1,1789226392.374357,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226392.594357,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226392.814357,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226393.034357,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226393.254357,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226393.4743571,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226393.6943572,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226393.9143572,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226394.1343572,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226394.3543572,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226394.5743573,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226394.7943573,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226395.0143573,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226395.2343574,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226395.4543574,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226395.6743574,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226395.8943574,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226396.1143575,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226396.3343575,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226396.5543575,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226396.7743576,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226396.9943576,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226397.2143576,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226397.4343576,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226397.6543577,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,11,5.0042,0.5476,0.1094
c2_0,1,1789226397.8743577,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226398.0943577,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226398.3143578,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226398.5343578,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226398.7543578,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226398.9743578,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226399.1943579,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226399.414358,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226399.634358,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226399.854358,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226400.074358,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226400.294358,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
c2_0,1,1789226400.514358,real,c2_periodic_beacon,periodic_beacon,generator_ground_truth,12,5.045,0.5378,0.1066
