session_id,label,ts,source,scenario_id,attack_subtype,label_method,unique_ports,unique_hosts,connection_count,port_entropy,port_range_span,mean_inter_arrival,std_inter_arrival,environment
benign_0,0,1789223131.89807,real,recon_benign_baseline,,generator_ground_truth,2,1,37,0.9868,965,0.3058,0.2142,loopback
benign_0,0,1789223132.0480702,real,recon_benign_baseline,,generator_ground_truth,2,1,38,0.9819,965,0.3098,0.2127,loopback
benign_0,0,1789223132.1980703,real,recon_benign_baseline,,generator_ground_truth,2,1,40,0.9837,965,0.2979,0.2135,loopback
benign_0,0,1789223132.3480704,real,recon_benign_baseline,,generator_ground_truth,2,1,40,0.9837,965,0.2979,0.2135,loopback
benign_0,0,1789223132.4980705,real,recon_benign_baseline,,generator_ground_truth,2,1,40,0.9837,965,0.2979,0.2135,loopback
benign_0,0,1789223132.6480706,real,recon_benign_baseline,,generator_ground_truth,2,1,40,0.9837,965,0.2979,0.2135,loopback
benign_0,0,1789223132.798071,real,recon_benign_baseline,,generator_ground_truth,2,1,40,0.9837,965,0.2979,0.2135,loopback
benign_0,0,1789223132.9480708,real,recon_benign_baseline,,generator_ground_truth,2,1,40,0.9837,965,0.2979,0.2135,loopback
benign_0,0,1789223133.0980709,real,recon_benign_baseline,,generator_ground_truth,2,1,41,0.9892,965,0.3104,0.2248,loopback
benign_0,0,1789223133.248071,real,recon_benign_baseline,,generator_ground_truth,2,1,43,0.9808,965,0.3018,0.2243,loopback
benign_0,0,1789223133.398071,real,recon_benign_baseline,,generator_ground_truth,2,1,43,0.9808,965,0.3018,0.2243,loopback
benign_0,0,1789223133.5480711,real,recon_benign_baseline,,generator_ground_truth,2,1,43,0.9808,965,0.3018,0.2243,loopback
benign_0,0,1789223133.6980712,real,recon_benign_baseline,,generator_ground_truth,2,1,43,0.9808,965,0.3018,0.2243,loopback
benign_0,0,1789223133.848071,real,recon_benign_baseline,,generator_ground_truth,2,1,44,0.9865,965,0.3085,0.2259,loopback
benign_0,0,1789223133.9980714,real,recon_benign_baseline,,generator_ground_truth,2,1,44,0.9865,965,0.3085,0.2259,loopback
benign_0,0,1789223134.1480715,real,recon_benign_baseline,,generator_ground_truth,2,1,44,0.9865,965,0.3085,0.2259,loopback
benign_0,0,1789223134.2980716,real,recon_benign_baseline,,generator_ground_truth,2,1,45,0.9825,965,0.3121,0.2246,loopback
benign_0,0,1789223134.4480717,real,recon_benign_baseline,,generator_ground_truth,2,1,46,0.9781,965,0.3083,0.2235,loopback
benign_0,0,1789223134.5980718,real,recon_benign_baseline,,generator_ground_truth,2,1,47,0.9839,965,0.3029,0.224,loopback
benign_0,0,1789223134.748072,real,recon_benign_baseline,,generator_ground_truth,2,1,47,0.9839,965,0.3029,0.224,loopback
benign_0,0,1789223134.898072,real,recon_benign_baseline,,generator_ground_truth,2,1,47,0.9839,965,0.3029,0.224,loopback
benign_0,0,1789223135.048072,real,recon_benign_baseline,,generator_ground_truth,2,1,47,0.9839,965,0.3029,0.224,loopback
benign_0,0,1789223135.1980722,real,recon_benign_baseline,,generator_ground_truth,2,1,48,0.9887,965,0.3088,0.2251,loopback
benign_0,0,1789223135.3480723,real,recon_benign_baseline,,generator_ground_truth,2,1,49,0.9852,965,0.308,0.2228,loopback
benign_0,0,1789223135.4980724,real,recon_benign_baseline,,generator_ground_truth,2,1,49,0.9852,965,0.308,0.2228,loopback
benign_0,0,1789223135.6480725,real,recon_benign_baseline,,generator_ground_truth,2,1,50,0.9815,965,0.3078,0.2205,loopback
benign_0,0,1789223135.7980726,real,recon_benign_baseline,,generator_ground_truth,2,1,50,0.9815,965,0.3078,0.2205,loopback
benign_0,0,1789223135.948073,real,recon_benign_baseline,,generator_ground_truth,2,1,50,0.9815,965,0.3078,0.2205,loopback
benign_0,0,1789223136.0980728,real,recon_benign_baseline,,generator_ground_truth,2,1,51,0.9864,965,0.3098,0.2188,loopback
benign_0,0,1789223136.2480729,real,recon_benign_baseline,,generator_ground_truth,2,1,51,0.9864,965,0.3098,0.2188,loopback
benign_0,0,1789223136.398073,real,recon_benign_baseline,,generator_ground_truth,2,1,51,0.9864,965,0.3098,0.2188,loopback
benign_0,0,1789223136.548073,real,recon_benign_baseline,,generator_ground_truth,2,1,53,0.9791,965,0.3074,0.2185,loopback
benign_0,0,1789223136.6980731,real,recon_benign_baseline,,generator_ground_truth,2,1,53,0.9791,965,0.3074,0.2185,loopback
benign_0,0,1789223136.8480732,real,recon_benign_baseline,,generator_ground_truth,2,1,54,0.9841,965,0.3049,0.2172,loopback
benign_0,0,1789223136.998073,real,recon_benign_baseline,,generator_ground_truth,2,1,54,0.9841,965,0.3049,0.2172,loopback
benign_0,0,1789223137.1480734,real,recon_benign_baseline,,generator_ground_truth,2,1,54,0.9841,965,0.3049,0.2172,loopback
benign_0,0,1789223137.2980735,real,recon_benign_baseline,,generator_ground_truth,2,1,55,0.9883,965,0.3094,0.2176,loopback
benign_0,0,1789223137.4480736,real,recon_benign_baseline,,generator_ground_truth,2,1,55,0.9883,965,0.3094,0.2176,loopback
benign_0,0,1789223137.5980735,real,recon_benign_baseline,,generator_ground_truth,2,1,55,0.9883,965,0.3094,0.2176,loopback
benign_0,0,1789223137.7480738,real,recon_benign_baseline,,generator_ground_truth,2,1,56,0.9852,965,0.3127,0.2169,loopback
benign_0,0,1789223137.898074,real,recon_benign_baseline,,generator_ground_truth,2,1,58,0.9862,965,0.3027,0.2194,loopback
benign_0,0,1789223138.048074,real,recon_benign_baseline,,generator_ground_truth,2,1,58,0.9862,965,0.3027,0.2194,loopback
benign_0,0,1789223138.198074,real,recon_benign_baseline,,generator_ground_truth,2,1,58,0.9862,965,0.3027,0.2194,loopback
benign_0,0,1789223138.3480742,real,recon_benign_baseline,,generator_ground_truth,2,1,58,0.9862,965,0.3027,0.2194,loopback
benign_0,0,1789223138.4980743,real,recon_benign_baseline,,generator_ground_truth,2,1,58,0.9862,965,0.3027,0.2194,loopback
benign_0,0,1789223138.6480744,real,recon_benign_baseline,,generator_ground_truth,2,1,58,0.9862,965,0.3027,0.2194,loopback
benign_0,0,1789223138.7980745,real,recon_benign_baseline,,generator_ground_truth,2,1,59,0.9898,965,0.3135,0.232,loopback
benign_0,0,1789223138.9480746,real,recon_benign_baseline,,generator_ground_truth,2,1,60,0.9871,965,0.3093,0.2322,loopback
benign_0,0,1789223139.098075,real,recon_benign_baseline,,generator_ground_truth,2,1,61,0.9842,965,0.3068,0.2311,loopback
benign_0,0,1789223139.2480748,real,recon_benign_baseline,,generator_ground_truth,2,1,61,0.9842,965,0.3068,0.2311,loopback
benign_0,0,1789223139.3980749,real,recon_benign_baseline,,generator_ground_truth,2,1,61,0.9842,965,0.3068,0.2311,loopback
benign_0,0,1789223139.548075,real,recon_benign_baseline,,generator_ground_truth,2,1,62,0.988,965,0.3112,0.2317,loopback
benign_0,0,1789223139.698075,real,recon_benign_baseline,,generator_ground_truth,2,1,62,0.988,965,0.3112,0.2317,loopback
benign_0,0,1789223139.8480752,real,recon_benign_baseline,,generator_ground_truth,2,1,62,0.988,965,0.3112,0.2317,loopback
benign_0,0,1789223139.9980752,real,recon_benign_baseline,,generator_ground_truth,2,1,63,0.9852,965,0.313,0.2303,loopback
benign_0,0,1789223140.148075,real,recon_benign_baseline,,generator_ground_truth,2,1,64,0.9823,965,0.309,0.2306,loopback
benign_0,0,1789223140.2980754,real,recon_benign_baseline,,generator_ground_truth,2,1,64,0.9823,965,0.309,0.2306,loopback
benign_0,0,1789223140.4480755,real,recon_benign_baseline,,generator_ground_truth,2,1,65,0.9861,965,0.3107,0.2292,loopback
benign_0,0,1789223140.5980756,real,recon_benign_baseline,,generator_ground_truth,2,1,65,0.9861,965,0.3107,0.2292,loopback
benign_0,0,1789223140.7480755,real,recon_benign_baseline,,generator_ground_truth,2,1,65,0.9861,965,0.3107,0.2292,loopback
benign_0,0,1789223140.8980758,real,recon_benign_baseline,,generator_ground_truth,2,1,65,0.9861,965,0.3107,0.2292,loopback
benign_0,0,1789223141.048076,real,recon_benign_baseline,,generator_ground_truth,2,1,65,0.9861,965,0.3107,0.2292,loopback
benign_0,0,1789223141.198076,real,recon_benign_baseline,,generator_ground_truth,2,1,65,0.9861,965,0.3107,0.2292,loopback
benign_0,0,1789223141.348076,real,recon_benign_baseline,,generator_ground_truth,2,1,68,0.9843,965,0.3097,0.2355,loopback
benign_0,0,1789223141.4980762,real,recon_benign_baseline,,generator_ground_truth,2,1,68,0.9843,965,0.3097,0.2355,loopback
benign_0,0,1789223141.6480763,real,recon_benign_baseline,,generator_ground_truth,2,1,68,0.9843,965,0.3097,0.2355,loopback
benign_0,0,1789223141.7980764,real,recon_benign_baseline,,generator_ground_truth,2,1,68,0.9843,965,0.3097,0.2355,loopback
benign_0,0,1789223141.9480765,real,recon_benign_baseline,,generator_ground_truth,2,1,68,0.9843,965,0.3097,0.2355,loopback
benign_0,0,1789223142.0980766,real,recon_benign_baseline,,generator_ground_truth,2,1,69,0.9877,965,0.3165,0.2402,loopback
benign_0,0,1789223142.248077,real,recon_benign_baseline,,generator_ground_truth,2,1,70,0.9852,965,0.314,0.2394,loopback
benign_0,0,1789223142.3980768,real,recon_benign_baseline,,generator_ground_truth,2,1,70,0.9852,965,0.314,0.2394,loopback
benign_0,0,1789223142.5480769,real,recon_benign_baseline,,generator_ground_truth,2,1,71,0.9826,965,0.3139,0.2377,loopback
benign_0,0,1789223142.698077,real,recon_benign_baseline,,generator_ground_truth,2,1,71,0.9826,965,0.3139,0.2377,loopback
benign_0,0,1789223142.848077,real,recon_benign_baseline,,generator_ground_truth,2,1,71,0.9826,965,0.3139,0.2377,loopback
benign_0,0,1789223142.9980772,real,recon_benign_baseline,,generator_ground_truth,2,1,71,0.9826,965,0.3139,0.2377,loopback
benign_0,0,1789223143.1480772,real,recon_benign_baseline,,generator_ground_truth,2,1,72,0.986,965,0.317,0.2374,loopback
benign_0,0,1789223143.298077,real,recon_benign_baseline,,generator_ground_truth,2,1,72,0.986,965,0.317,0.2374,loopback
benign_0,0,1789223143.4480774,real,recon_benign_baseline,,generator_ground_truth,2,1,72,0.986,965,0.317,0.2374,loopback
recon_0,1,1789223145.6741104,real,recon_port_scan,port_scan,generator_ground_truth,10,1,10,3.3219,7793,0.0159,0.0046,loopback
recon_0,1,1789223145.8241105,real,recon_port_scan,port_scan,generator_ground_truth,18,1,18,4.1699,7793,0.0168,0.0035,loopback
recon_0,1,1789223145.9741106,real,recon_port_scan,port_scan,generator_ground_truth,26,1,26,4.7004,7793,0.0171,0.0029,loopback
recon_0,1,1789223146.1241107,real,recon_port_scan,port_scan,generator_ground_truth,35,1,35,5.1293,7793,0.0173,0.0025,loopback
recon_0,1,1789223146.2741108,real,recon_port_scan,port_scan,generator_ground_truth,43,1,44,5.414,7820,0.017,0.003,loopback
recon_0,1,1789223146.424111,real,recon_port_scan,port_scan,generator_ground_truth,52,1,53,5.6902,7820,0.0172,0.0027,loopback
recon_0,1,1789223146.574111,real,recon_port_scan,port_scan,generator_ground_truth,60,1,62,5.8775,7820,0.017,0.0029,loopback
recon_0,1,1789223146.724111,real,recon_port_scan,port_scan,generator_ground_truth,68,1,70,6.0614,7820,0.0171,0.0028,loopback
recon_0,1,1789223146.8741112,real,recon_port_scan,port_scan,generator_ground_truth,77,1,79,6.2436,7820,0.0172,0.0026,loopback
recon_0,1,1789223147.0241113,real,recon_port_scan,port_scan,generator_ground_truth,85,1,87,6.3883,7820,0.0172,0.0025,loopback
recon_0,1,1789223147.1741114,real,recon_port_scan,port_scan,generator_ground_truth,94,1,96,6.5354,7820,0.0173,0.0024,loopback
recon_0,1,1789223147.3241117,real,recon_port_scan,port_scan,generator_ground_truth,102,1,104,6.6547,7820,0.0173,0.0023,loopback
recon_0,1,1789223147.4741116,real,recon_port_scan,port_scan,generator_ground_truth,110,1,113,6.7494,7820,0.0172,0.0027,loopback
recon_0,1,1789223147.6241117,real,recon_port_scan,port_scan,generator_ground_truth,119,1,123,6.8481,7820,0.0171,0.0029,loopback
recon_0,1,1789223147.7741115,real,recon_port_scan,port_scan,generator_ground_truth,127,1,131,6.9448,7820,0.0172,0.0028,loopback
recon_0,1,1789223147.9241118,real,recon_port_scan,port_scan,generator_ground_truth,136,1,140,7.0464,7820,0.0172,0.0027,loopback
recon_0,1,1789223148.074112,real,recon_port_scan,port_scan,generator_ground_truth,144,1,148,7.131,7820,0.0172,0.0027,loopback
recon_0,1,1789223148.224112,real,recon_port_scan,port_scan,generator_ground_truth,152,1,156,7.211,7820,0.0173,0.0026,loopback
recon_0,1,1789223148.374112,real,recon_port_scan,port_scan,generator_ground_truth,161,1,165,7.296,7820,0.0173,0.0025,loopback
recon_0,1,1789223148.5241122,real,recon_port_scan,port_scan,generator_ground_truth,169,1,174,7.3538,7820,0.0172,0.0027,loopback
recon_0,1,1789223148.6741123,real,recon_port_scan,port_scan,generator_ground_truth,178,1,184,7.4168,7820,0.0172,0.0028,loopback
recon_0,1,1789223148.8241124,real,recon_port_scan,port_scan,generator_ground_truth,186,1,192,7.4826,7820,0.0172,0.0028,loopback
recon_0,1,1789223148.9741125,real,recon_port_scan,port_scan,generator_ground_truth,194,1,200,7.5456,7820,0.0172,0.0027,loopback
recon_0,1,1789223149.1241126,real,recon_port_scan,port_scan,generator_ground_truth,203,1,209,7.6133,7820,0.0173,0.0027,loopback
recon_0,1,1789223149.2741127,real,recon_port_scan,port_scan,generator_ground_truth,211,1,217,7.671,7820,0.0173,0.0026,loopback
recon_0,1,1789223149.4241128,real,recon_port_scan,port_scan,generator_ground_truth,220,1,226,7.7332,7820,0.0173,0.0026,loopback
recon_0,1,1789223149.574113,real,recon_port_scan,port_scan,generator_ground_truth,228,1,235,7.7744,7820,0.0172,0.0027,loopback
recon_0,1,1789223149.724113,real,recon_port_scan,port_scan,generator_ground_truth,236,1,243,7.826,7820,0.0173,0.0026,loopback
recon_0,1,1789223149.874113,real,recon_port_scan,port_scan,generator_ground_truth,245,1,253,7.8702,7820,0.0172,0.0027,loopback
recon_0,1,1789223150.0241132,real,recon_port_scan,port_scan,generator_ground_truth,253,1,261,7.9186,7820,0.0172,0.0026,loopback
recon_0,1,1789223150.1741133,real,recon_port_scan,port_scan,generator_ground_truth,262,1,270,7.9712,7820,0.0173,0.0026,loopback
recon_0,1,1789223150.3241134,real,recon_port_scan,port_scan,generator_ground_truth,270,1,278,8.0163,7820,0.0173,0.0026,loopback
recon_0,1,1789223150.4741137,real,recon_port_scan,port_scan,generator_ground_truth,278,1,287,8.0492,7820,0.0173,0.0026,loopback
recon_0,1,1789223150.6241136,real,recon_port_scan,port_scan,generator_ground_truth,287,1,296,8.0972,7820,0.0173,0.0026,loopback
recon_0,1,1789223150.7741137,real,recon_port_scan,port_scan,generator_ground_truth,295,1,304,8.1387,7820,0.0173,0.0025,loopback
recon_0,1,1789223150.9241138,real,recon_port_scan,port_scan,generator_ground_truth,304,1,313,8.1839,7824,0.0173,0.0025,loopback
recon_0,1,1789223151.0741138,real,recon_port_scan,port_scan,generator_ground_truth,312,1,322,8.2127,7824,0.0172,0.0026,loopback
recon_0,1,1789223151.224114,real,recon_port_scan,port_scan,generator_ground_truth,320,1,330,8.251,7824,0.0173,0.0026,loopback
recon_0,1,1789223151.374114,real,recon_port_scan,port_scan,generator_ground_truth,329,1,340,8.2829,7824,0.0172,0.0026,loopback
recon_0,1,1789223151.524114,real,recon_port_scan,port_scan,generator_ground_truth,337,1,348,8.3193,7824,0.0172,0.0026,loopback
recon_0,1,1789223151.6741142,real,recon_port_scan,port_scan,generator_ground_truth,347,2,358,8.3636,9039,0.0172,0.0027,loopback
recon_0,1,1789223151.8241143,real,recon_port_scan,port_scan,generator_ground_truth,355,2,366,8.3982,9039,0.0172,0.0026,loopback
recon_0,1,1789223151.9741144,real,recon_port_scan,port_scan,generator_ground_truth,363,2,374,8.4319,9039,0.0172,0.0026,loopback
recon_0,1,1789223152.1241145,real,recon_port_scan,port_scan,generator_ground_truth,372,2,383,8.4689,9039,0.0172,0.0026,loopback
recon_0,1,1789223152.2741146,real,recon_port_scan,port_scan,generator_ground_truth,380,2,392,8.492,9039,0.0172,0.0027,loopback
recon_0,1,1789223152.4241147,real,recon_port_scan,port_scan,generator_ground_truth,389,2,401,8.5275,9039,0.0172,0.0026,loopback
recon_0,1,1789223152.5741148,real,recon_port_scan,port_scan,generator_ground_truth,397,2,410,8.5495,9039,0.0172,0.0027,loopback
recon_0,1,1789223152.724115,real,recon_port_scan,port_scan,generator_ground_truth,405,2,418,8.5798,9039,0.0172,0.0027,loopback
recon_0,1,1789223152.874115,real,recon_port_scan,port_scan,generator_ground_truth,414,2,427,8.6133,9039,0.0172,0.0027,loopback
recon_0,1,1789223153.024115,real,recon_port_scan,port_scan,generator_ground_truth,422,2,435,8.6423,9039,0.0172,0.0026,loopback
recon_0,1,1789223153.1741152,real,recon_port_scan,port_scan,generator_ground_truth,431,2,445,8.666,9039,0.0172,0.0027,loopback
recon_0,1,1789223153.3241153,real,recon_port_scan,port_scan,generator_ground_truth,439,2,453,8.694,9039,0.0172,0.0027,loopback
recon_0,1,1789223153.4741154,real,recon_port_scan,port_scan,generator_ground_truth,447,2,461,8.7215,9039,0.0172,0.0026,loopback
recon_0,1,1789223153.6241157,real,recon_port_scan,port_scan,generator_ground_truth,456,2,470,8.7518,9039,0.0172,0.0026,loopback
recon_0,1,1789223153.7741156,real,recon_port_scan,port_scan,generator_ground_truth,464,2,479,8.7703,9039,0.0172,0.0027,loopback
recon_0,1,1789223153.9241157,real,recon_port_scan,port_scan,generator_ground_truth,473,2,488,8.7996,9039,0.0172,0.0026,loopback
recon_0,1,1789223154.0741158,real,recon_port_scan,port_scan,generator_ground_truth,481,2,496,8.8252,9039,0.0172,0.0026,loopback
recon_0,1,1789223154.2241158,real,recon_port_scan,port_scan,generator_ground_truth,489,2,505,8.8425,9039,0.0172,0.0027,loopback
recon_0,1,1789223154.374116,real,recon_port_scan,port_scan,generator_ground_truth,498,2,514,8.8704,9039,0.0172,0.0027,loopback
