session_id,label,ts,source,scenario_id,attack_subtype,label_method,packet_rate,unique_dst_ports,dst_port_entropy,mean_inter_arrival,std_inter_arrival,unique_src_ips,src_ip_entropy,environment
benign_0,0,1789233669.1317828,real,ddos_benign_baseline,,generator_ground_truth,25,2,0.9896,0.3245,0.2295,1,-0.0,loopback
benign_0,0,1789233669.2717829,real,ddos_benign_baseline,,generator_ground_truth,27,2,0.9751,0.3081,0.2293,1,-0.0,loopback
benign_0,0,1789233669.411783,real,ddos_benign_baseline,,generator_ground_truth,27,2,0.9751,0.3081,0.2293,1,-0.0,loopback
benign_0,0,1789233669.551783,real,ddos_benign_baseline,,generator_ground_truth,27,2,0.9751,0.3081,0.2293,1,-0.0,loopback
benign_0,0,1789233669.6917832,real,ddos_benign_baseline,,generator_ground_truth,27,2,0.9751,0.3081,0.2293,1,-0.0,loopback
benign_0,0,1789233669.8317833,real,ddos_benign_baseline,,generator_ground_truth,27,2,0.9751,0.3081,0.2293,1,-0.0,loopback
benign_0,0,1789233669.9717834,real,ddos_benign_baseline,,generator_ground_truth,27,2,0.9751,0.3081,0.2293,1,-0.0,loopback
benign_0,0,1789233670.1117835,real,ddos_benign_baseline,,generator_ground_truth,27,2,0.9751,0.3081,0.2293,1,-0.0,loopback
benign_0,0,1789233670.2517836,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3216,0.2514,1,-0.0,loopback
benign_0,0,1789233670.3917837,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.971,0.3144,0.25,1,-0.0,loopback
benign_0,0,1789233670.5317838,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.971,0.3144,0.25,1,-0.0,loopback
benign_0,0,1789233670.671784,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.971,0.3144,0.25,1,-0.0,loopback
benign_0,0,1789233670.811784,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.971,0.3144,0.25,1,-0.0,loopback
benign_0,0,1789233670.951784,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9812,0.3247,0.252,1,-0.0,loopback
benign_0,0,1789233671.0917842,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9812,0.3247,0.252,1,-0.0,loopback
benign_0,0,1789233671.2317843,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9812,0.3246,0.2521,1,-0.0,loopback
benign_0,0,1789233671.3717844,real,ddos_benign_baseline,,generator_ground_truth,32,2,0.9745,0.3203,0.2491,1,-0.0,loopback
benign_0,0,1789233671.5117846,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9629,0.3157,0.252,1,-0.0,loopback
benign_0,0,1789233671.651785,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9629,0.3157,0.252,1,-0.0,loopback
benign_0,0,1789233671.7917848,real,ddos_benign_baseline,,generator_ground_truth,32,2,0.9745,0.3168,0.2479,1,-0.0,loopback
benign_0,0,1789233671.9317849,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9812,0.3235,0.2492,1,-0.0,loopback
benign_0,0,1789233672.071785,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.971,0.3226,0.2535,1,-0.0,loopback
benign_0,0,1789233672.211785,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.971,0.3226,0.2535,1,-0.0,loopback
benign_0,0,1789233672.3517852,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.971,0.3235,0.2545,1,-0.0,loopback
benign_0,0,1789233672.4917853,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9629,0.3158,0.2537,1,-0.0,loopback
benign_0,0,1789233672.6317854,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9629,0.3158,0.2537,1,-0.0,loopback
benign_0,0,1789233672.7717855,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9629,0.3158,0.2537,1,-0.0,loopback
benign_0,0,1789233672.9117856,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9812,0.3265,0.251,1,-0.0,loopback
benign_0,0,1789233673.0517857,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.971,0.3198,0.2526,1,-0.0,loopback
benign_0,0,1789233673.1917858,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.971,0.3198,0.2526,1,-0.0,loopback
benign_0,0,1789233673.331786,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9629,0.3258,0.2504,1,-0.0,loopback
benign_0,0,1789233673.471786,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9629,0.3258,0.2504,1,-0.0,loopback
benign_0,0,1789233673.611786,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9629,0.3225,0.2509,1,-0.0,loopback
benign_0,0,1789233673.7517862,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9629,0.3225,0.2509,1,-0.0,loopback
benign_0,0,1789233673.8917863,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3254,0.2486,1,-0.0,loopback
benign_0,0,1789233674.0317864,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3254,0.2486,1,-0.0,loopback
benign_0,0,1789233674.1717863,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3254,0.2486,1,-0.0,loopback
benign_0,0,1789233674.311787,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.971,0.3386,0.2541,1,-0.0,loopback
benign_0,0,1789233674.4517868,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.9481,0.3353,0.2564,1,-0.0,loopback
benign_0,0,1789233674.5917869,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.9481,0.3353,0.2564,1,-0.0,loopback
benign_0,0,1789233674.731787,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.9481,0.3406,0.2549,1,-0.0,loopback
benign_0,0,1789233674.871787,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3309,0.254,1,-0.0,loopback
benign_0,0,1789233675.0117872,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3309,0.254,1,-0.0,loopback
benign_0,0,1789233675.1517873,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3309,0.254,1,-0.0,loopback
benign_0,0,1789233675.2917874,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3309,0.254,1,-0.0,loopback
benign_0,0,1789233675.4317875,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3405,0.2598,1,-0.0,loopback
benign_0,0,1789233675.5717876,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3405,0.2598,1,-0.0,loopback
benign_0,0,1789233675.7117877,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9383,0.3306,0.255,1,-0.0,loopback
benign_0,0,1789233675.8517878,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.9481,0.3357,0.2579,1,-0.0,loopback
benign_0,0,1789233675.991788,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9294,0.3439,0.2587,1,-0.0,loopback
benign_0,0,1789233676.131788,real,ddos_benign_baseline,,generator_ground_truth,28,2,0.9403,0.326,0.2458,1,-0.0,loopback
benign_0,0,1789233676.271788,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3326,0.2438,1,-0.0,loopback
benign_0,0,1789233676.4117882,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3326,0.2438,1,-0.0,loopback
benign_0,0,1789233676.5517883,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3326,0.2438,1,-0.0,loopback
benign_0,0,1789233676.6917884,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9576,0.3326,0.2438,1,-0.0,loopback
benign_0,0,1789233676.8317883,real,ddos_benign_baseline,,generator_ground_truth,31,2,0.9383,0.3305,0.2476,1,-0.0,loopback
benign_0,0,1789233676.9717886,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.9183,0.3392,0.2473,1,-0.0,loopback
benign_0,0,1789233677.1117887,real,ddos_benign_baseline,,generator_ground_truth,28,2,0.9403,0.3461,0.2502,1,-0.0,loopback
benign_0,0,1789233677.2517889,real,ddos_benign_baseline,,generator_ground_truth,28,2,0.9403,0.3461,0.2502,1,-0.0,loopback
benign_0,0,1789233677.391789,real,ddos_benign_baseline,,generator_ground_truth,28,2,0.9403,0.3461,0.2502,1,-0.0,loopback
benign_0,0,1789233677.531789,real,ddos_benign_baseline,,generator_ground_truth,27,2,0.9183,0.3377,0.2511,1,-0.0,loopback
benign_0,0,1789233677.6717892,real,ddos_benign_baseline,,generator_ground_truth,28,2,0.9059,0.3569,0.2652,1,-0.0,loopback
benign_0,0,1789233677.8117893,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.9183,0.3355,0.2678,1,-0.0,loopback
benign_0,0,1789233677.9517894,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.9183,0.3355,0.2678,1,-0.0,loopback
benign_0,0,1789233678.0917895,real,ddos_benign_baseline,,generator_ground_truth,28,2,0.9059,0.3505,0.27,1,-0.0,loopback
benign_0,0,1789233678.2317896,real,ddos_benign_baseline,,generator_ground_truth,28,2,0.9059,0.3505,0.27,1,-0.0,loopback
benign_0,0,1789233678.3717897,real,ddos_benign_baseline,,generator_ground_truth,28,2,0.9403,0.3426,0.2631,1,-0.0,loopback
benign_0,0,1789233678.5117898,real,ddos_benign_baseline,,generator_ground_truth,28,2,0.9403,0.3426,0.2631,1,-0.0,loopback
benign_0,0,1789233678.65179,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9294,0.3425,0.2583,1,-0.0,loopback
benign_0,0,1789233678.79179,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.9183,0.3374,0.2553,1,-0.0,loopback
benign_0,0,1789233678.93179,real,ddos_benign_baseline,,generator_ground_truth,30,2,0.9183,0.3374,0.2553,1,-0.0,loopback
benign_0,0,1789233679.0717902,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.8936,0.342,0.2586,1,-0.0,loopback
benign_0,0,1789233679.2117903,real,ddos_benign_baseline,,generator_ground_truth,27,2,0.9183,0.3329,0.2355,1,-0.0,loopback
benign_0,0,1789233679.3517904,real,ddos_benign_baseline,,generator_ground_truth,27,2,0.9183,0.3329,0.2355,1,-0.0,loopback
benign_0,0,1789233679.4917903,real,ddos_benign_baseline,,generator_ground_truth,28,2,0.9059,0.347,0.242,1,-0.0,loopback
benign_0,0,1789233679.6317906,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9294,0.3386,0.2416,1,-0.0,loopback
benign_0,0,1789233679.7717907,real,ddos_benign_baseline,,generator_ground_truth,29,2,0.9294,0.3386,0.2416,1,-0.0,loopback
ddos_0,1,1789233681.0243075,real,ddos_syn_flood,syn_flood,generator_ground_truth,6,1,-0.0,0.0228,0.0,1,-0.0,loopback
ddos_0,1,1789233681.1643076,real,ddos_syn_flood,syn_flood,generator_ground_truth,13,2,0.3912,0.0209,0.0062,1,-0.0,loopback
ddos_0,1,1789233681.3043077,real,ddos_syn_flood,syn_flood,generator_ground_truth,19,2,0.2975,0.0215,0.0052,1,-0.0,loopback
ddos_0,1,1789233681.4443078,real,ddos_syn_flood,syn_flood,generator_ground_truth,26,2,0.2352,0.0218,0.0044,1,-0.0,loopback
ddos_0,1,1789233681.584308,real,ddos_syn_flood,syn_flood,generator_ground_truth,32,2,0.2006,0.022,0.004,1,-0.0,loopback
ddos_0,1,1789233681.724308,real,ddos_syn_flood,syn_flood,generator_ground_truth,38,2,0.1756,0.0221,0.0036,1,-0.0,loopback
ddos_0,1,1789233681.864308,real,ddos_syn_flood,syn_flood,generator_ground_truth,44,2,0.1565,0.0222,0.0034,1,-0.0,loopback
ddos_0,1,1789233682.0043082,real,ddos_syn_flood,syn_flood,generator_ground_truth,52,2,0.3182,0.0215,0.0049,1,-0.0,loopback
ddos_0,1,1789233682.1443083,real,ddos_syn_flood,syn_flood,generator_ground_truth,58,2,0.2937,0.0215,0.0046,1,-0.0,loopback
ddos_0,1,1789233682.2843084,real,ddos_syn_flood,syn_flood,generator_ground_truth,65,2,0.2698,0.0217,0.0044,1,-0.0,loopback
ddos_0,1,1789233682.4243083,real,ddos_syn_flood,syn_flood,generator_ground_truth,71,2,0.2525,0.0218,0.0042,1,-0.0,loopback
ddos_0,1,1789233682.5643086,real,ddos_syn_flood,syn_flood,generator_ground_truth,77,2,0.2375,0.0218,0.004,1,-0.0,loopback
ddos_0,1,1789233682.7043087,real,ddos_syn_flood,syn_flood,generator_ground_truth,83,2,0.2243,0.0219,0.0039,1,-0.0,loopback
ddos_0,1,1789233682.8443089,real,ddos_syn_flood,syn_flood,generator_ground_truth,89,2,0.2127,0.022,0.0038,1,-0.0,loopback
ddos_0,1,1789233682.984309,real,ddos_syn_flood,syn_flood,generator_ground_truth,95,2,0.2022,0.022,0.0036,1,-0.0,loopback
ddos_0,1,1789233683.124309,real,ddos_syn_flood,syn_flood,generator_ground_truth,104,2,0.2782,0.0216,0.0046,1,-0.0,loopback
ddos_0,1,1789233683.2643092,real,ddos_syn_flood,syn_flood,generator_ground_truth,110,2,0.2668,0.0217,0.0045,1,-0.0,loopback
ddos_0,1,1789233683.4043093,real,ddos_syn_flood,syn_flood,generator_ground_truth,116,2,0.2563,0.0217,0.0044,1,-0.0,loopback
ddos_0,1,1789233683.5443094,real,ddos_syn_flood,syn_flood,generator_ground_truth,122,2,0.2468,0.0218,0.0043,1,-0.0,loopback
ddos_0,1,1789233683.6843095,real,ddos_syn_flood,syn_flood,generator_ground_truth,128,2,0.238,0.0218,0.0042,1,-0.0,loopback
ddos_0,1,1789233683.8243096,real,ddos_syn_flood,syn_flood,generator_ground_truth,134,2,0.2298,0.0219,0.0041,1,-0.0,loopback
ddos_0,1,1789233683.9643097,real,ddos_syn_flood,syn_flood,generator_ground_truth,141,2,0.2211,0.0219,0.004,1,-0.0,loopback
ddos_0,1,1789233684.1043098,real,ddos_syn_flood,syn_flood,generator_ground_truth,147,2,0.2141,0.022,0.0039,1,-0.0,loopback
ddos_0,1,1789233684.24431,real,ddos_syn_flood,syn_flood,generator_ground_truth,153,2,0.2077,0.022,0.0038,1,-0.0,loopback
ddos_0,1,1789233684.38431,real,ddos_syn_flood,syn_flood,generator_ground_truth,161,2,0.258,0.0217,0.0042,1,-0.0,loopback
ddos_0,1,1789233684.52431,real,ddos_syn_flood,syn_flood,generator_ground_truth,167,2,0.251,0.0218,0.0041,1,-0.0,loopback
ddos_0,1,1789233684.6643102,real,ddos_syn_flood,syn_flood,generator_ground_truth,173,2,0.2444,0.0218,0.0041,1,-0.0,loopback
ddos_0,1,1789233684.8043103,real,ddos_syn_flood,syn_flood,generator_ground_truth,179,2,0.2382,0.0218,0.004,1,-0.0,loopback
ddos_0,1,1789233684.9443104,real,ddos_syn_flood,syn_flood,generator_ground_truth,186,2,0.2313,0.0219,0.0039,1,-0.0,loopback
ddos_0,1,1789233685.0843103,real,ddos_syn_flood,syn_flood,generator_ground_truth,192,2,0.2258,0.0219,0.0039,1,-0.0,loopback
ddos_0,1,1789233685.2243106,real,ddos_syn_flood,syn_flood,generator_ground_truth,199,2,0.2432,0.0218,0.004,1,-0.0,loopback
ddos_0,1,1789233685.3643107,real,ddos_syn_flood,syn_flood,generator_ground_truth,206,2,0.259,0.0217,0.0041,1,-0.0,loopback
ddos_0,1,1789233685.5043108,real,ddos_syn_flood,syn_flood,generator_ground_truth,212,2,0.2534,0.0218,0.0041,1,-0.0,loopback
ddos_0,1,1789233685.644311,real,ddos_syn_flood,syn_flood,generator_ground_truth,218,2,0.2482,0.0218,0.004,1,-0.0,loopback
ddos_0,1,1789233685.784311,real,ddos_syn_flood,syn_flood,generator_ground_truth,225,2,0.2423,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233685.9243112,real,ddos_syn_flood,syn_flood,generator_ground_truth,231,2,0.2375,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233686.0643113,real,ddos_syn_flood,syn_flood,generator_ground_truth,237,2,0.2329,0.0219,0.0038,1,-0.0,loopback
ddos_0,1,1789233686.2043114,real,ddos_syn_flood,syn_flood,generator_ground_truth,243,2,0.2285,0.0219,0.0038,1,-0.0,loopback
ddos_0,1,1789233686.3443117,real,ddos_syn_flood,syn_flood,generator_ground_truth,249,2,0.2243,0.0219,0.0038,1,-0.0,loopback
ddos_0,1,1789233686.4843116,real,ddos_syn_flood,syn_flood,generator_ground_truth,257,2,0.255,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233686.6243117,real,ddos_syn_flood,syn_flood,generator_ground_truth,263,2,0.2506,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233686.7643118,real,ddos_syn_flood,syn_flood,generator_ground_truth,270,2,0.2457,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233686.904312,real,ddos_syn_flood,syn_flood,generator_ground_truth,276,2,0.2416,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233687.044312,real,ddos_syn_flood,syn_flood,generator_ground_truth,282,2,0.2377,0.0218,0.0038,1,-0.0,loopback
ddos_0,1,1789233687.184312,real,ddos_syn_flood,syn_flood,generator_ground_truth,288,2,0.234,0.0219,0.0038,1,-0.0,loopback
ddos_0,1,1789233687.3243122,real,ddos_syn_flood,syn_flood,generator_ground_truth,294,2,0.2303,0.0219,0.0037,1,-0.0,loopback
ddos_0,1,1789233687.4643123,real,ddos_syn_flood,syn_flood,generator_ground_truth,302,2,0.2561,0.0218,0.004,1,-0.0,loopback
ddos_0,1,1789233687.6043124,real,ddos_syn_flood,syn_flood,generator_ground_truth,309,2,0.2517,0.0218,0.004,1,-0.0,loopback
ddos_0,1,1789233687.7443123,real,ddos_syn_flood,syn_flood,generator_ground_truth,315,2,0.2481,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233687.8843126,real,ddos_syn_flood,syn_flood,generator_ground_truth,321,2,0.2446,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233688.0243127,real,ddos_syn_flood,syn_flood,generator_ground_truth,327,2,0.2412,0.0218,0.0038,1,-0.0,loopback
ddos_0,1,1789233688.1643128,real,ddos_syn_flood,syn_flood,generator_ground_truth,333,2,0.2379,0.0219,0.0038,1,-0.0,loopback
ddos_0,1,1789233688.304313,real,ddos_syn_flood,syn_flood,generator_ground_truth,339,2,0.2347,0.0219,0.0038,1,-0.0,loopback
ddos_0,1,1789233688.444313,real,ddos_syn_flood,syn_flood,generator_ground_truth,346,2,0.2444,0.0219,0.0037,1,-0.0,loopback
ddos_0,1,1789233688.5843132,real,ddos_syn_flood,syn_flood,generator_ground_truth,354,2,0.2531,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233688.7243133,real,ddos_syn_flood,syn_flood,generator_ground_truth,360,2,0.2499,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233688.8643134,real,ddos_syn_flood,syn_flood,generator_ground_truth,366,2,0.2468,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233689.0043137,real,ddos_syn_flood,syn_flood,generator_ground_truth,372,2,0.2438,0.0218,0.0038,1,-0.0,loopback
ddos_0,1,1789233689.1443136,real,ddos_syn_flood,syn_flood,generator_ground_truth,378,2,0.2408,0.0218,0.0038,1,-0.0,loopback
ddos_0,1,1789233689.2843137,real,ddos_syn_flood,syn_flood,generator_ground_truth,384,2,0.238,0.0218,0.0038,1,-0.0,loopback
ddos_0,1,1789233689.4243138,real,ddos_syn_flood,syn_flood,generator_ground_truth,392,2,0.246,0.0218,0.0039,1,-0.0,loopback
ddos_0,1,1789233689.564314,real,ddos_syn_flood,syn_flood,generator_ground_truth,398,2,0.2432,0.0218,0.0038,1,-0.0,loopback
benign_1,0,1789233690.9500508,real,ddos_benign_baseline,,generator_ground_truth,1,1,-0.0,0.0,0.0,1,-0.0,loopback
benign_1,0,1789233691.090051,real,ddos_benign_baseline,,generator_ground_truth,1,1,-0.0,0.0,0.0,1,-0.0,loopback
