label,group,source,scenario_id,attack_subtype,label_method,orig_bytes,resp_bytes,byte_ratio,duration,orig_pkts,resp_pkts,bytes_per_sec,is_icmp,to_dns,to_common_port,environment
0,local_benign_23,real,exfil_local_benign,,generator_ground_truth,78.0,1701.0,0.0458553791887125,0.0006029605865478,7,5,129361.68920521946,0,0,0,loopback
0,local_benign_24,real,exfil_local_benign,,generator_ground_truth,78.0,1952.0,0.0399590163934426,0.0007400512695312,6,6,105398.10309278352,0,0,0,loopback
0,local_benign_25,real,exfil_local_benign,,generator_ground_truth,78.0,1072.0,0.0727611940298507,0.0009820461273193,7,6,79426.00436999272,0,0,0,loopback
0,local_benign_26,real,exfil_local_benign,,generator_ground_truth,78.0,645.0,0.1209302325581395,0.0013589859008789,7,6,57395.73894736842,0,0,0,loopback
0,local_benign_27,real,exfil_local_benign,,generator_ground_truth,78.0,571.0,0.1366024518388791,0.0026600360870361,7,5,29322.910459801024,0,0,0,loopback
0,local_benign_28,real,exfil_local_benign,,generator_ground_truth,78.0,901.0,0.0865704772475027,0.0010969638824462,7,5,71105.34927189742,0,0,0,loopback
0,local_benign_29,real,exfil_local_benign,,generator_ground_truth,78.0,556.0,0.1402877697841726,0.0008180141448974,6,6,95352.87438064704,0,0,0,loopback
0,local_benign_30,real,exfil_local_benign,,generator_ground_truth,78.0,831.0,0.0938628158844765,0.0009300708770751,7,6,83864.57626249679,0,0,0,loopback
0,local_benign_31,real,exfil_local_benign,,generator_ground_truth,78.0,1480.0,0.0527027027027027,0.0007998943328857,7,6,97512.87988077496,0,0,0,loopback
0,local_benign_32,real,exfil_local_benign,,generator_ground_truth,78.0,406.0,0.1921182266009852,0.002640962600708,7,5,29534.68556468358,0,0,0,loopback
0,local_benign_33,real,exfil_local_benign,,generator_ground_truth,78.0,758.0,0.1029023746701846,0.0017778873443603,6,6,43872.29609762639,0,0,0,loopback
0,local_benign_34,real,exfil_local_benign,,generator_ground_truth,78.0,1435.0,0.0543554006968641,0.0006341934204101,7,5,122990.86917293232,0,0,0,loopback
0,local_benign_35,real,exfil_local_benign,,generator_ground_truth,78.0,1094.0,0.0712979890310786,0.0019869804382324,7,5,39255.54499640029,0,0,0,loopback
0,local_benign_36,real,exfil_local_benign,,generator_ground_truth,78.0,720.0,0.1083333333333333,0.0018370151519775,7,5,42460.18325762492,0,0,0,loopback
0,local_benign_37,real,exfil_local_benign,,generator_ground_truth,78.0,553.0,0.1410488245931284,0.0014338493347167,6,6,54399.020951114064,0,0,0,loopback
0,local_benign_38,real,exfil_local_benign,,generator_ground_truth,78.0,1084.0,0.0719557195571955,0.0006468296051025,7,5,120588.17250276449,0,0,0,loopback
0,local_benign_39,real,exfil_local_benign,,generator_ground_truth,78.0,2014.0,0.038728897715988,0.0015511512756347,7,6,50285.23086381801,0,0,0,loopback
0,local_benign_40,real,exfil_local_benign,,generator_ground_truth,78.0,1913.0,0.0407736539466806,0.0015380382537841,7,5,50713.95318555263,0,0,0,loopback
0,local_benign_41,real,exfil_local_benign,,generator_ground_truth,78.0,1996.0,0.0390781563126252,0.002094030380249,7,5,37248.74325401343,0,0,0,loopback
0,local_benign_42,real,exfil_local_benign,,generator_ground_truth,78.0,1984.0,0.0393145161290322,0.0012719631195068,7,5,61322.53270852858,0,0,0,loopback
0,local_benign_43,real,exfil_local_benign,,generator_ground_truth,78.0,1740.0,0.0448275862068965,0.0034699440002441,7,5,22478.748935000687,0,0,0,loopback
0,local_benign_44,real,exfil_local_benign,,generator_ground_truth,78.0,1031.0,0.075654704170708,0.0014188289642333,7,5,54974.91379600067,0,0,0,loopback
0,local_benign_45,real,exfil_local_benign,,generator_ground_truth,78.0,767.0,0.1016949152542373,0.0011529922485351,6,6,67650.06451612903,0,0,0,loopback
0,local_benign_46,real,exfil_local_benign,,generator_ground_truth,78.0,1476.0,0.0528455284552845,0.0013551712036132,6,6,57557.30330752991,0,0,0,loopback
0,local_benign_47,real,exfil_local_benign,,generator_ground_truth,78.0,610.0,0.1278688524590163,0.0007660388946533,7,5,101822.5060690943,0,0,0,loopback
0,local_benign_48,real,exfil_local_benign,,generator_ground_truth,78.0,1117.0,0.0698299015219337,0.0006530284881591,6,6,119443.48740416212,0,0,0,loopback
0,local_benign_49,real,exfil_local_benign,,generator_ground_truth,78.0,481.0,0.1621621621621621,0.0008690357208251,6,6,89754.65349794239,0,0,0,loopback
0,local_benign_50,real,exfil_local_benign,,generator_ground_truth,78.0,1335.0,0.0584269662921348,0.0014998912811279,7,5,52003.76919408679,0,0,0,loopback
0,local_benign_51,real,exfil_local_benign,,generator_ground_truth,78.0,1839.0,0.0424143556280587,0.0022239685058593,7,5,35072.43910806175,0,0,0,loopback
0,local_benign_52,real,exfil_local_benign,,generator_ground_truth,78.0,338.0,0.2307692307692307,0.004594087600708,7,5,16978.34407597696,0,0,0,loopback
0,local_benign_53,real,exfil_local_benign,,generator_ground_truth,78.0,1275.0,0.0611764705882353,0.0057671070098876,7,5,13524.978792012898,0,0,0,loopback
0,local_benign_54,real,exfil_local_benign,,generator_ground_truth,78.0,543.0,0.143646408839779,0.0059330463409423,7,5,13146.70331525015,0,0,0,loopback
0,local_benign_55,real,exfil_local_benign,,generator_ground_truth,78.0,1878.0,0.0415335463258785,0.0079801082611083,7,5,9774.30348660034,0,0,0,loopback
0,local_benign_56,real,exfil_local_benign,,generator_ground_truth,78.0,1118.0,0.0697674418604651,0.0093870162963867,7,5,8309.349588540079,0,0,0,loopback
0,local_benign_57,real,exfil_local_benign,,generator_ground_truth,78.0,1714.0,0.0455075845974329,0.0120198726654052,7,5,6489.253436477239,0,0,0,loopback
0,local_benign_58,real,exfil_local_benign,,generator_ground_truth,78.0,601.0,0.129783693843594,0.0149998664855957,7,5,5200.046285405474,0,0,0,loopback
0,local_benign_59,real,exfil_local_benign,,generator_ground_truth,78.0,597.0,0.1306532663316583,0.0159981250762939,6,6,4875.571332767023,0,0,0,loopback
0,local_benign_60,real,exfil_local_benign,,generator_ground_truth,78.0,401.0,0.1945137157107231,0.0194830894470214,7,5,4003.471842188992,0,0,0,loopback
0,local_benign_61,real,exfil_local_benign,,generator_ground_truth,78.0,543.0,0.143646408839779,0.0218279361724853,6,6,3573.4024226404376,0,0,0,loopback
0,local_benign_62,real,exfil_local_benign,,generator_ground_truth,78.0,1410.0,0.0553191489361702,0.0226528644561767,7,5,3443.2731520949765,0,0,0,loopback
0,local_benign_63,real,exfil_local_benign,,generator_ground_truth,78.0,787.0,0.0991105463786531,0.0225799083709716,7,5,3454.3984288384177,0,0,0,loopback
0,local_benign_64,real,exfil_local_benign,,generator_ground_truth,78.0,1771.0,0.044042913608131,0.0277960300445556,7,5,2806.156126431359,0,0,0,loopback
0,local_benign_65,real,exfil_local_benign,,generator_ground_truth,78.0,1865.0,0.0418230563002681,0.0285229682922363,6,6,2734.6382466522896,0,0,0,loopback
0,local_benign_66,real,exfil_local_benign,,generator_ground_truth,78.0,598.0,0.1304347826086956,0.0295090675354003,7,5,2643.2553284317687,0,0,0,loopback
0,local_benign_67,real,exfil_local_benign,,generator_ground_truth,78.0,1830.0,0.0426229508196721,0.0204389095306396,7,5,3816.25056283318,0,0,0,loopback
0,local_benign_68,real,exfil_local_benign,,generator_ground_truth,78.0,380.0,0.2052631578947368,0.0179979801177978,7,5,4333.819655843898,0,0,0,loopback
0,local_benign_69,real,exfil_local_benign,,generator_ground_truth,78.0,614.0,0.1270358306188925,0.0235300064086914,6,6,3314.916224212702,0,0,0,loopback
0,local_benign_70,real,exfil_local_benign,,generator_ground_truth,78.0,1670.0,0.0467065868263473,0.0128240585327148,7,5,6082.3178404105,0,0,0,loopback
0,local_benign_71,real,exfil_local_benign,,generator_ground_truth,78.0,592.0,0.1317567567567567,0.0131909847259521,7,5,5913.129430476983,0,0,0,loopback
0,local_benign_72,real,exfil_local_benign,,generator_ground_truth,78.0,437.0,0.1784897025171624,0.0034940242767333,7,5,22323.82886386899,0,0,0,loopback
0,local_benign_73,real,exfil_local_benign,,generator_ground_truth,78.0,786.0,0.099236641221374,0.0005881786346435,7,5,132612.7734089988,0,0,0,loopback
0,local_benign_74,real,exfil_local_benign,,generator_ground_truth,78.0,1411.0,0.0552799433026222,0.0006411075592041,7,5,121664.45221271848,0,0,0,loopback
0,local_benign_75,real,exfil_local_benign,,generator_ground_truth,78.0,1813.0,0.0430226144511858,0.000910997390747,7,5,85620.44281601674,0,0,0,loopback
0,local_benign_76,real,exfil_local_benign,,generator_ground_truth,78.0,1230.0,0.0634146341463414,0.000978946685791,7,5,79677.47491475889,0,0,0,loopback
0,local_benign_77,real,exfil_local_benign,,generator_ground_truth,78.0,1391.0,0.0560747663551401,0.0010020732879638,7,5,77838.6181299072,0,0,0,loopback
0,local_benign_78,real,exfil_local_benign,,generator_ground_truth,78.0,1158.0,0.0673575129533678,0.0013110637664794,7,5,59493.67375886525,0,0,0,loopback
0,local_benign_79,real,exfil_local_benign,,generator_ground_truth,78.0,732.0,0.1065573770491803,0.0010139942169189,7,5,76923.51563602164,0,0,0,loopback
0,local_benign_80,real,exfil_local_benign,,generator_ground_truth,78.0,1528.0,0.0510471204188481,0.0011990070343017,7,5,65053.83018492742,0,0,0,loopback
0,local_benign_81,real,exfil_local_benign,,generator_ground_truth,78.0,503.0,0.1550695825049702,0.0006690025329589,7,6,116591.48681397008,0,0,0,loopback
0,local_benign_82,real,exfil_local_benign,,generator_ground_truth,78.0,554.0,0.1407942238267148,0.0005240440368652,7,5,148842.45313921748,0,0,0,loopback
0,local_benign_83,real,exfil_local_benign,,generator_ground_truth,78.0,354.0,0.2203389830508474,0.0013389587402343,7,5,58254.22222222222,0,0,0,loopback
0,local_benign_84,real,exfil_local_benign,,generator_ground_truth,78.0,1891.0,0.0412480169222633,0.0006041526794433,7,6,129106.43725335438,0,0,0,loopback
0,local_benign_85,real,exfil_local_benign,,generator_ground_truth,78.0,1139.0,0.0684811237928007,0.0013909339904785,6,6,56077.42749400069,0,0,0,loopback
0,local_benign_86,real,exfil_local_benign,,generator_ground_truth,78.0,1012.0,0.0770750988142292,0.0017998218536376,7,5,43337.62246655186,0,0,0,loopback
0,local_benign_87,real,exfil_local_benign,,generator_ground_truth,78.0,719.0,0.1084840055632823,0.0007269382476806,6,6,107299.34798294524,0,0,0,loopback
0,local_benign_88,real,exfil_local_benign,,generator_ground_truth,78.0,734.0,0.106267029972752,0.0014588832855224,7,5,53465.55188756333,0,0,0,loopback
0,local_benign_89,real,exfil_local_benign,,generator_ground_truth,78.0,989.0,0.0788675429726997,0.0014619827270507,7,5,53352.20352250489,0,0,0,loopback
0,local_benign_90,real,exfil_local_benign,,generator_ground_truth,78.0,1116.0,0.0698924731182795,0.0011391639709472,7,5,68471.266638761,0,0,0,loopback
0,local_benign_91,real,exfil_local_benign,,generator_ground_truth,78.0,1060.0,0.0735849056603773,0.0008730888366699,7,6,89337.98798470781,0,0,0,loopback
0,local_benign_92,real,exfil_local_benign,,generator_ground_truth,78.0,1536.0,0.05078125,0.0007770061492919,7,6,100385.30592206198,0,0,0,loopback
0,local_benign_93,real,exfil_local_benign,,generator_ground_truth,78.0,817.0,0.0954712362301101,0.0010559558868408,6,6,73866.72205915557,0,0,0,loopback
0,local_benign_94,real,exfil_local_benign,,generator_ground_truth,78.0,743.0,0.1049798115746971,0.0005221366882324,6,6,149386.1698630137,0,0,0,loopback
0,local_benign_95,real,exfil_local_benign,,generator_ground_truth,78.0,1796.0,0.0434298440979955,0.0005409717559814,6,6,144184.97664169237,0,0,0,loopback
0,local_benign_96,real,exfil_local_benign,,generator_ground_truth,78.0,757.0,0.1030383091149273,0.0004439353942871,6,6,175701.2416756176,0,0,0,loopback
0,local_benign_97,real,exfil_local_benign,,generator_ground_truth,78.0,1166.0,0.0668953687821612,0.0006430149078369,7,5,121303.5639599555,0,0,0,loopback
0,local_benign_98,real,exfil_local_benign,,generator_ground_truth,78.0,1511.0,0.0516214427531436,0.0007569789886474,7,5,103041.16913385826,0,0,0,loopback
0,local_benign_99,real,exfil_local_benign,,generator_ground_truth,78.0,1671.0,0.0466786355475763,0.0008509159088134,7,6,91665.93219389184,0,0,0,loopback
0,local_benign_100,real,exfil_local_benign,,generator_ground_truth,78.0,435.0,0.1793103448275862,0.0015969276428222,7,5,48843.7909823828,0,0,0,loopback
0,local_benign_101,real,exfil_local_benign,,generator_ground_truth,78.0,418.0,0.1866028708133971,0.0016679763793945,6,6,46763.25214408233,0,0,0,loopback
0,local_benign_102,real,exfil_local_benign,,generator_ground_truth,78.0,2031.0,0.0384047267355982,0.0012640953063964,7,5,61704.20822331196,0,0,0,loopback
0,local_benign_103,real,exfil_local_benign,,generator_ground_truth,78.0,681.0,0.1145374449339207,0.001270055770874,6,6,61414.62586821851,0,0,0,loopback
0,local_benign_104,real,exfil_local_benign,,generator_ground_truth,78.0,1435.0,0.0543554006968641,0.002716064453125,6,6,28718.022471910117,0,0,0,loopback
0,local_benign_105,real,exfil_local_benign,,generator_ground_truth,78.0,1041.0,0.0749279538904899,0.0027520656585693,7,5,28342.34705016027,0,0,0,loopback
0,local_benign_106,real,exfil_local_benign,,generator_ground_truth,78.0,588.0,0.1326530612244898,0.002324104309082,7,5,33561.31637258925,0,0,0,loopback
0,local_benign_107,real,exfil_local_benign,,generator_ground_truth,78.0,730.0,0.1068493150684931,0.0025420188903808,7,5,30684.272369161507,0,0,0,loopback
0,local_benign_108,real,exfil_local_benign,,generator_ground_truth,78.0,615.0,0.1268292682926829,0.0021309852600097,7,5,36602.78720071604,0,0,0,loopback
0,local_benign_109,real,exfil_local_benign,,generator_ground_truth,78.0,2026.0,0.0384995064165844,0.0019888877868652,6,6,39217.89882522177,0,0,0,loopback
0,local_benign_110,real,exfil_local_benign,,generator_ground_truth,78.0,1944.0,0.0401234567901234,0.0027029514312744,7,5,28857.34427097116,0,0,0,loopback
0,local_benign_111,real,exfil_local_benign,,generator_ground_truth,78.0,1083.0,0.0720221606648199,0.0011320114135742,6,6,68903.89890480202,0,0,0,loopback
0,local_benign_112,real,exfil_local_benign,,generator_ground_truth,78.0,489.0,0.1595092024539877,0.0007479190826416,7,5,104289.3567102327,0,0,0,loopback
0,local_benign_113,real,exfil_local_benign,,generator_ground_truth,78.0,375.0,0.208,0.0009839534759521,7,5,79272.04070753574,0,0,0,loopback
0,local_benign_114,real,exfil_local_benign,,generator_ground_truth,78.0,1819.0,0.0428807036833424,0.0007028579711914,6,6,110975.4789687924,0,0,0,loopback
0,local_benign_115,real,exfil_local_benign,,generator_ground_truth,78.0,1401.0,0.0556745182012847,0.0013468265533447,6,6,57913.9160913436,0,0,0,loopback
0,local_benign_116,real,exfil_local_benign,,generator_ground_truth,78.0,2092.0,0.0372848948374761,0.0010180473327636,7,5,76617.26276346605,0,0,0,loopback
0,local_benign_117,real,exfil_local_benign,,generator_ground_truth,78.0,1212.0,0.0643564356435643,0.0007939338684082,6,6,98244.95855855856,0,0,0,loopback
0,local_benign_118,real,exfil_local_benign,,generator_ground_truth,78.0,1647.0,0.0473588342440801,0.0014278888702392,7,5,54626.099849724495,0,0,0,loopback
0,local_benign_119,real,exfil_local_benign,,generator_ground_truth,78.0,760.0,0.1026315789473684,0.0031869411468505,6,6,24474.879329692525,0,0,0,loopback
0,local_benign_120,real,exfil_local_benign,,generator_ground_truth,78.0,738.0,0.1056910569105691,0.0009820461273193,6,6,79426.00436999272,0,0,0,loopback
0,local_benign_121,real,exfil_local_benign,,generator_ground_truth,78.0,1970.0,0.0395939086294416,0.0040271282196044,6,6,19368.64081463501,0,0,0,loopback
0,local_benign_122,real,exfil_local_benign,,generator_ground_truth,78.0,1945.0,0.0401028277634961,0.0013411045074462,7,5,58161.01546666666,0,0,0,loopback
0,local_benign_123,real,exfil_local_benign,,generator_ground_truth,78.0,1199.0,0.0650542118432026,0.0013508796691894,7,5,57740.15390045888,0,0,0,loopback
0,local_benign_124,real,exfil_local_benign,,generator_ground_truth,78.0,1808.0,0.0431415929203539,0.0018351078033447,7,5,42504.31492789398,0,0,0,loopback
0,local_benign_125,real,exfil_local_benign,,generator_ground_truth,78.0,1065.0,0.0732394366197183,0.0017528533935546,7,5,44498.87268770402,0,0,0,loopback
0,local_benign_126,real,exfil_local_benign,,generator_ground_truth,78.0,709.0,0.1100141043723554,0.0020489692687988,7,5,38067.92087502909,0,0,0,loopback
0,local_benign_127,real,exfil_local_benign,,generator_ground_truth,78.0,990.0,0.0787878787878787,0.0008361339569091,7,5,93286.4875962361,0,0,0,loopback
0,local_benign_128,real,exfil_local_benign,,generator_ground_truth,78.0,1626.0,0.047970479704797,0.0010080337524414,7,5,77378.36140018921,0,0,0,loopback
0,local_benign_129,real,exfil_local_benign,,generator_ground_truth,78.0,1990.0,0.0391959798994974,0.0007610321044921,7,6,102492.3909774436,0,0,0,loopback
0,local_benign_130,real,exfil_local_benign,,generator_ground_truth,78.0,761.0,0.102496714848883,0.000446081161499,6,6,174856.07268840194,0,0,0,loopback
0,local_benign_131,real,exfil_local_benign,,generator_ground_truth,78.0,1301.0,0.0599538816295157,0.0005548000335693,7,6,140591.19553072625,0,0,0,loopback
0,local_benign_132,real,exfil_local_benign,,generator_ground_truth,78.0,397.0,0.1964735516372796,0.0009520053863525,7,5,81932.30954169798,0,0,0,loopback
0,local_benign_133,real,exfil_local_benign,,generator_ground_truth,78.0,852.0,0.0915492957746478,0.0013740062713623,7,5,56768.29984383134,0,0,0,loopback
0,local_benign_134,real,exfil_local_benign,,generator_ground_truth,78.0,913.0,0.0854326396495071,0.0014557838439941,6,6,53579.382902063546,0,0,0,loopback
0,local_benign_135,real,exfil_local_benign,,generator_ground_truth,78.0,1001.0,0.0779220779220779,0.0019869804382324,7,5,39255.54499640029,0,0,0,loopback
0,local_benign_136,real,exfil_local_benign,,generator_ground_truth,78.0,997.0,0.078234704112337,0.0023360252380371,6,6,33390.05021432946,0,0,0,loopback
0,local_benign_137,real,exfil_local_benign,,generator_ground_truth,78.0,1485.0,0.0525252525252525,0.0007188320159912,6,6,108509.35721393034,0,0,0,loopback
0,local_benign_138,real,exfil_local_benign,,generator_ground_truth,78.0,1125.0,0.0693333333333333,0.0019841194152832,7,6,39312.14996395097,0,0,0,loopback
0,local_benign_139,real,exfil_local_benign,,generator_ground_truth,78.0,1300.0,0.06,0.0017259120941162,6,6,45193.495234148366,0,0,0,loopback
0,local_benign_140,real,exfil_local_benign,,generator_ground_truth,78.0,1638.0,0.0476190476190476,0.0006730556488037,6,6,115889.37725823592,0,0,0,loopback
0,local_benign_141,real,exfil_local_benign,,generator_ground_truth,78.0,1646.0,0.0473876063183475,0.000633955001831,7,5,123037.12373072584,0,0,0,loopback
0,local_benign_142,real,exfil_local_benign,,generator_ground_truth,78.0,960.0,0.08125,0.0009450912475585,6,6,82531.71342078708,0,0,0,loopback
0,local_benign_143,real,exfil_local_benign,,generator_ground_truth,78.0,2026.0,0.0384995064165844,0.0011401176452636,7,5,68413.99247176913,0,0,0,loopback
0,local_benign_144,real,exfil_local_benign,,generator_ground_truth,78.0,749.0,0.1041388518024032,0.0015120506286621,7,5,51585.57426679281,0,0,0,loopback
0,local_benign_145,real,exfil_local_benign,,generator_ground_truth,78.0,1848.0,0.0422077922077922,0.0011379718780517,7,5,68542.99434318038,0,0,0,loopback
0,local_benign_146,real,exfil_local_benign,,generator_ground_truth,78.0,508.0,0.1535433070866141,0.0007619857788085,7,6,102364.11514392991,0,0,0,loopback
0,local_benign_147,real,exfil_local_benign,,generator_ground_truth,78.0,1931.0,0.0403935784567581,0.0006721019744873,6,6,116053.81766583896,0,0,0,loopback
0,local_benign_148,real,exfil_local_benign,,generator_ground_truth,78.0,940.0,0.0829787234042553,0.0005021095275878,7,5,155344.59259259258,0,0,0,loopback
0,local_benign_149,real,exfil_local_benign,,generator_ground_truth,78.0,1896.0,0.0411392405063291,0.0008502006530761,7,5,91743.04879416712,0,0,0,loopback
0,local_benign_150,real,exfil_local_benign,,generator_ground_truth,78.0,1460.0,0.0534246575342465,0.0007710456848144,6,6,101161.32096474954,0,0,0,loopback
0,local_benign_151,real,exfil_local_benign,,generator_ground_truth,78.0,674.0,0.115727002967359,0.0013809204101562,7,5,56484.06629834254,0,0,0,loopback
0,local_benign_152,real,exfil_local_benign,,generator_ground_truth,78.0,1431.0,0.0545073375262054,0.0015459060668945,6,6,50455.847008019744,0,0,0,loopback
0,local_benign_153,real,exfil_local_benign,,generator_ground_truth,78.0,1591.0,0.0490257699560025,0.0017008781433105,7,5,45858.66442388562,0,0,0,loopback
0,local_benign_154,real,exfil_local_benign,,generator_ground_truth,78.0,2030.0,0.038423645320197,0.0014748573303222,7,5,52886.47138700291,0,0,0,loopback
0,local_benign_155,real,exfil_local_benign,,generator_ground_truth,78.0,917.0,0.0850599781897491,0.002220869064331,6,6,35121.38615136876,0,0,0,loopback
0,local_benign_156,real,exfil_local_benign,,generator_ground_truth,78.0,1695.0,0.0460176991150442,0.0025310516357421,7,5,30817.229841748303,0,0,0,loopback
0,local_benign_157,real,exfil_local_benign,,generator_ground_truth,78.0,504.0,0.1547619047619047,0.0009040832519531,6,6,86275.24050632911,0,0,0,loopback
0,local_benign_158,real,exfil_local_benign,,generator_ground_truth,78.0,668.0,0.1167664670658682,0.0011670589447021,7,5,66834.67048008171,0,0,0,loopback
0,local_benign_159,real,exfil_local_benign,,generator_ground_truth,78.0,1939.0,0.040226921093347,0.0019800662994384,7,5,39392.62034918724,0,0,0,loopback
0,local_benign_160,real,exfil_local_benign,,generator_ground_truth,78.0,371.0,0.2102425876010781,0.0020618438720703,6,6,37830.21646623497,0,0,0,loopback
0,local_benign_161,real,exfil_local_benign,,generator_ground_truth,78.0,707.0,0.1103253182461103,0.0023140907287597,7,5,33706.54358128992,0,0,0,loopback
0,local_benign_162,real,exfil_local_benign,,generator_ground_truth,78.0,1545.0,0.0504854368932038,0.0009770393371582,7,5,79833.01903367497,0,0,0,loopback
0,local_benign_163,real,exfil_local_benign,,generator_ground_truth,78.0,1080.0,0.0722222222222222,0.0014450550079345,7,5,53977.1839630424,0,0,0,loopback
0,local_benign_164,real,exfil_local_benign,,generator_ground_truth,78.0,1738.0,0.0448791714614499,0.0016090869903564,7,5,48474.6943250852,0,0,0,loopback
0,local_benign_165,real,exfil_local_benign,,generator_ground_truth,78.0,508.0,0.1535433070866141,0.0006458759307861,6,6,120766.22812846069,0,0,0,loopback
0,local_benign_166,real,exfil_local_benign,,generator_ground_truth,78.0,1685.0,0.0462908011869436,0.0008718967437744,7,5,89460.13453650533,0,0,0,loopback
0,local_benign_167,real,exfil_local_benign,,generator_ground_truth,78.0,1131.0,0.0689655172413793,0.0015859603881835,7,5,49181.556223692125,0,0,0,loopback
0,local_benign_168,real,exfil_local_benign,,generator_ground_truth,78.0,896.0,0.0870535714285714,0.0010080337524414,7,5,77378.36140018921,0,0,0,loopback
0,local_benign_169,real,exfil_local_benign,,generator_ground_truth,78.0,938.0,0.0831556503198294,0.0006909370422363,7,5,112890.16977225672,0,0,0,loopback
0,local_benign_170,real,exfil_local_benign,,generator_ground_truth,78.0,1643.0,0.0474741326841144,0.000748872756958,6,6,104156.54632282713,0,0,0,loopback
0,local_benign_171,real,exfil_local_benign,,generator_ground_truth,78.0,2032.0,0.0383858267716535,0.0003159046173095,6,6,246909.9713207547,0,0,0,loopback
0,local_benign_172,real,exfil_local_benign,,generator_ground_truth,78.0,716.0,0.1089385474860335,0.0005328655242919,7,6,146378.39463087247,0,0,0,loopback
0,local_benign_173,real,exfil_local_benign,,generator_ground_truth,78.0,1245.0,0.0626506024096385,0.0010180473327636,7,5,76617.26276346605,0,0,0,loopback
0,local_benign_174,real,exfil_local_benign,,generator_ground_truth,78.0,546.0,0.1428571428571428,0.001708984375,7,5,45641.142857142855,0,0,0,loopback
0,local_benign_175,real,exfil_local_benign,,generator_ground_truth,78.0,727.0,0.1072902338376891,0.0011360645294189,6,6,68658.07177334733,0,0,0,loopback
